source	SYMBOL	GENEID	DB_ID	NS-SCORE	NWS-SCORE	ND-SCORE	NWD-SCORE	Z-SCORE	WEIGHT FACTOR	RATIO	AVE. APSM	FOUND IN	DESCRIPTION
293T_HA-HERC2_F3_Exp2	C19orf2	8725	sp|O94763-2|RMP_HUMAN	1.43	1.3	4.29	3.67	12.12	1	4/191	6	2	chromosome 19 open reading frame 2
293T_HA-HERC2_F3_Exp2	UXT	8409	sp|Q9UBK9|UXT_HUMAN	0.83	0.75	3.5	3	9.9	1	2/191	1	2	ubiquitously-expressed transcript
293T_HA-HERC2_F3_Exp2	COPZ1	22818	sp|P61923|COPZ1_HUMAN	0.83	0.75	3.5	3	9.9	1	2/191	1	2	coatomer protein complex, subunit zeta 1
293T_HA-HERC2_F3_Exp2	FTH1	2495	sp|P02794|FRIH_HUMAN	0.95	0.87	2.33	2	8.93	1	6/191	4	2	ferritin, heavy polypeptide 1
293T_HA-HERC2_F3_Exp2	CACYBP	27101	sp|Q9HB71|CYBP_HUMAN	1.13	1.13	1.75	1.81	8.79	1.21	15/191	14	2	calcyclin binding protein
293T_HA-HERC2_F3_Exp2	SUGT1	10910	sp|Q9Y2Z0-2|SUGT1_HUMAN	0.64	0.85	0.86	1.58	1.75	2.15	20/191	6	2	SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)
293T_HA-HERC2_F3_Exp2	PSMD11	5717	sp|O00231|PSD11_HUMAN	0.61	0.88	0.71	1.56	0.18	2.55	26/191	7	2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11
293T_HA-HERC2_F3_Exp2	PSMD1	5707	sp|Q99460-2|PSMD1_HUMAN	0.57	0.91	0.58	1.56	0.31	3.13	34/191	8	2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1
293T_HA-HERC2_F3_Exp2	FTL	2512	sp|P02792|FRIL_HUMAN	0.67	0.61	1.65	1.41	7.84	1	6/191	2	2	ferritin, light polypeptide
293T_HA-HERC2_F3_Exp2	PSMB4	5692	sp|P28070|PSB4_HUMAN	0.92	0.83	1.52	1.31	7.6	1	13/191	8	2	proteasome (prosome, macropain) subunit, beta type, 4
293T_HA-HERC2_F3_Exp2	PSMD6	9861	sp|Q15008|PSMD6_HUMAN	0.48	0.63	0.67	1.22	0.02	2.11	18/191	3	2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 6
293T_HA-HERC2_F3_Exp2	COPG	22820	sp|Q9Y678|COPG_HUMAN	0.88	0.8	1.41	1.21	7.19	1	14/191	8	2	coatomer protein complex, subunit gamma
293T_HA-HERC2_F3_Exp2	COPB2	9276	sp|P35606|COPB2_HUMAN	0.87	0.91	1.05	1.18	6.67	1.31	25/191	14	2	coatomer protein complex, subunit beta 2 (beta prime)
293T_HA-HERC2_F3_Exp2	TUBA1C	84790	sp|Q9BQE3|TBA1C_HUMAN	0.83	0.75	1.32	1.13	0.58	1	14/191	7	2	tubulin, alpha 1c
293T_HA-HERC2_F3_Exp2	COPE	11316	sp|O14579|COPE_HUMAN	0.7	0.64	1.27	1.09	7.19	1	11/191	4	2	coatomer protein complex, subunit epsilon
293T_HA-HERC2_F3_Exp3	HERC2	8924	sp|O95714|HERC2_HUMAN	3.83	4.1	8.11	9.6	6.9	1.38	8/191	86	2	hect domain and RLD 2
293T_HA-HERC2_F3_Exp3	RPAP3	79657	sp|Q9H6T3-2|RPAP3_HUMAN	1.43	1.3	6.06	5.2	4.26	1	2/191	3	2	RNA polymerase II associated protein 3
293T_HA-HERC2_F3_Exp3	WDR92	116143	sp|Q96MX6|WDR92_HUMAN	1.17	1.06	4.95	4.24	9.9	1	2/191	2	2	WD repeat domain 92
293T_HA-HERC2_F3_Exp3	FKBP5	2289	sp|Q13451|FKBP5_HUMAN	1.17	1.51	2.11	3.65	1.94	2.02	11/191	11	2	FK506 binding protein 5
293T_HA-HERC2_F3_Exp3	UXT	8409	sp|Q9UBK9|UXT_HUMAN	0.83	0.75	3.5	3	9.9	1	2/191	1	2	ubiquitously-expressed transcript
293T_HA-HERC2_F3_Exp3	COPZ1	22818	sp|P61923|COPZ1_HUMAN	0.83	0.75	3.5	3	9.9	1	2/191	1	2	coatomer protein complex, subunit zeta 1
293T_HA-HERC2_F3_Exp3	C19orf2	8725	sp|O94763-2|RMP_HUMAN	1.01	0.92	3.03	2.6	6	1	4/191	3	2	chromosome 19 open reading frame 2
293T_HA-HERC2_F3_Exp3	SLC25A4	291	sp|P12235|ADT1_HUMAN	0.74	0.68	1.98	1.75	1.72	1.03	5/191	2	2	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4
293T_HA-HERC2_F3_Exp3	FTH1	2495	sp|P02794|FRIH_HUMAN	0.83	0.75	2.02	1.73	6.66	1	6/191	3	2	ferritin, heavy polypeptide 1
293T_HA-HERC2_F3_Exp3	SUGT1	10910	sp|Q9Y2Z0-2|SUGT1_HUMAN	0.69	0.92	0.93	1.71	2.07	2.15	20/191	7	2	SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)
293T_HA-HERC2_F3_Exp3	CACYBP	27101	sp|Q9HB71|CYBP_HUMAN	1.04	1.05	1.62	1.68	7.51	1.21	15/191	12	2	calcyclin binding protein
293T_HA-HERC2_F3_Exp3	FTL	2512	sp|P02792|FRIL_HUMAN	0.67	0.61	1.65	1.41	7.84	1	6/191	2	2	ferritin, light polypeptide
293T_HA-HERC2_F3_Exp3	PSMD1	5707	sp|Q99460-2|PSMD1_HUMAN	0.45	0.72	0.46	1.24	0.14	3.13	34/191	5	2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1
293T_HA-HERC2_F3_Exp3	TUBA1C	84790	sp|Q9BQE3|TBA1C_HUMAN	0.88	0.8	1.41	1.21	0.7	1	14/191	8	2	tubulin, alpha 1c
293T_HA-HERC2_F3_Exp3	COPB2	9276	sp|P35606|COPB2_HUMAN	0.81	0.84	0.97	1.09	5.68	1.31	25/191	12	2	coatomer protein complex, subunit beta 2 (beta prime)
293T_HA-HERC2_F3_Exp3	COPB1	1315	sp|P53618|COPB_HUMAN	0.77	0.88	0.74	1	7.17	1.58	39/191	17	2	coatomer protein complex, subunit beta 1
293T_HA-HERC2_F3_Exp3	RPA2	6118	sp|P15927-2|RFA2_HUMAN	0.48	0.43	1.17	1	1.4	1	6/191	1	2	replication protein A2, 32kDa
293T_HA-HERC2_F4	BICD1	636	sp|Q96G01-3|BICD1_HUMAN	2.86	2.61	17.14	14.7	13.88	1	1/191	6	2	bicaudal D homolog 1 (Drosophila)
293T_HA-HERC2_F4	BICD2	23299	sp|Q8TD16-2|BICD2_HUMAN	4.37	4.14	15.12	14	12.95	1.08	3/191	42	2	bicaudal D homolog 2 (Drosophila)
293T_HA-HERC2_F4	ZFYVE9	9372	sp|O95405-2|ZFYV9_HUMAN	3.41	3.1	14.43	12.37	13.19	1	2/191	17	2	zinc finger, FYVE domain containing 9
293T_HA-HERC2_F4	CEP170	9859	sp|Q5SW79-3|CE170_HUMAN	3.5	4.17	7.94	11.64	12.47	1.71	7/191	61	2	centrosomal protein 170kDa
293T_HA-HERC2_F4	HERC2	8924	sp|O95714|HERC2_HUMAN	4.37	4.69	9.26	11.04	8.31	1.39	8/191	112	2	hect domain and RLD 2
293T_HA-HERC2_F4	SNAPIN	23557	sp|O95295|SNAPN_HUMAN	1.65	1.5	9.9	8.49	14.21	1	1/191	2	2	SNAP-associated protein
293T_HA-HERC2_F4	UBE3A	7337	sp|Q05086-2|UBE3A_HUMAN	2.13	1.95	7.38	6.39	13.07	1.01	3/191	10	2	ubiquitin protein ligase E3A
293T_HA-HERC2_F4	SLC30A9	10463	sp|Q6PML9|ZNT9_HUMAN	1.17	1.06	7	6	14.14	1	1/191	1	2	solute carrier family 30 (zinc transporter), member 9
293T_HA-HERC2_F4	PCM1	5108	tr|E7ETA6|E7ETA6_HUMAN	1.65	1.56	5.71	5.29	13.24	1.08	3/191	6	2	pericentriolar material 1
293T_HA-HERC2_F4	FHOD3	80206	sp|Q2V2M9-2|FHOD3_HUMAN	1.43	1.3	6.06	5.2	12.96	1	2/191	3	2	formin homology 2 domain containing 3
293T_HA-HERC2_F4	AKAP9	10142	sp|Q99996-2|AKAP9_HUMAN	1.65	1.51	5.71	4.9	12.93	1	3/191	6	2	A kinase (PRKA) anchor protein (yotiao) 9
293T_HA-HERC2_F4	NIN	51199	sp|Q8N4C6-5|NIN_HUMAN	1.17	1.08	4.95	4.41	2.02	1.04	2/191	2	2	ninein (GSK3B interacting protein)
293T_HA-HERC2_F4	NUDCD2	134492	sp|Q8WVJ2|NUDC2_HUMAN	1.17	1.06	4.95	4.24	9.9	1	2/191	2	2	NudC domain containing 2
293T_HA-HERC2_F4	SLC27A4	10999	sp|Q6P1M0|S27A4_HUMAN	1.43	1.3	4.29	3.67	6.01	1	4/191	6	2	solute carrier family 27 (fatty acid transporter), member 4
293T_HA-HERC2_F4	ASPM	259266	sp|Q8IZT6|ASPM_HUMAN	1.17	1.06	4.04	3.46	12.38	1	3/191	3	2	asp (abnormal spindle) homolog, microcephaly associated (Drosophila)
293T_HA-HERC2_F4	PEX1	5189	sp|O43933|PEX1_HUMAN	1.17	1.06	4.04	3.46	12.38	1	3/191	3	2	peroxisomal biogenesis factor 1
293T_HA-HERC2_F4	USP20	10868	sp|Q9Y2K6|UBP20_HUMAN	1.58	1.44	3.87	3.32	11.82	1	6/191	11	2	ubiquitin specific peptidase 20
293T_HA-HERC2_F4	ETAA1	54465	sp|Q9NY74|ETAA1_HUMAN	0.83	0.75	3.5	3	9.9	1	2/191	1	2	Ewing tumor-associated antigen 1
293T_HA-HERC2_F4	PRR14L	253143	sp|Q5THK1-2|PR14L_HUMAN	0.83	0.75	3.5	3	9.9	1	2/191	1	2	proline rich 14-like
293T_HA-HERC2_F4	RIC8A	60626	sp|Q9NPQ8-2|RIC8A_HUMAN	0.83	0.75	3.5	3	9.9	1	2/191	1	2	resistance to inhibitors of cholinesterase 8 homolog A (C. elegans)
293T_HA-HERC2_F4	PHKG2	5261	sp|P15735|PHKG2_HUMAN	0.95	0.87	3.3	2.83	3.22	1	3/191	2	2	phosphorylase kinase, gamma 2 (testis)
293T_HA-HERC2_F4	SCO2	9997	sp|O43819|SCO2_HUMAN	0.95	0.87	3.3	2.83	11	1	3/191	2	2	SCO cytochrome oxidase deficient homolog 2 (yeast)
293T_HA-HERC2_F4	WDR62	284403	sp|O43379-4|WDR62_HUMAN	1.01	0.92	3.03	2.6	7.97	1	4/191	3	2	WD repeat domain 62
293T_HA-HERC2_F4	GNAS	2778	sp|P63092-2|GNAS2_HUMAN	1.01	0.92	3.03	2.6	11.88	1	4/191	3	2	GNAS complex locus
293T_HA-HERC2_F4	TUBA1C	84790	sp|Q9BQE3|TBA1C_HUMAN	1.59	1.45	2.55	2.19	2.8	1	14/191	26	2	tubulin, alpha 1c
293T_HA-HERC2_F4	PHKB	5257	sp|Q93100-2|KPBB_HUMAN	0.83	0.75	2.47	2.12	1.5	1	4/191	2	2	phosphorylase kinase, beta
293T_HA-HERC2_F4	HLA-H	3136	sp|P01893|HLAH_HUMAN	0.83	0.75	2.47	2.12	6.76	1	4/191	2	2	major histocompatibility complex, class I, H (pseudogene)
293T_HA-HERC2_F4	MTR	4548	sp|Q99707|METH_HUMAN	0.91	0.82	2.42	2.08	11.38	1	5/191	3	2	5-methyltetrahydrofolate-homocysteine methyltransferase
293T_HA-HERC2_F4	SAMM50	25813	sp|Q9Y512|SAM50_HUMAN	0.67	0.61	2.33	2	5.44	1	3/191	1	2	sorting and assembly machinery component 50 homolog (S. cerevisiae)
293T_HA-HERC2_F4	SAMD11	148398	sp|Q96NU1-1|SAM11_HUMAN	0.67	0.61	2.33	2	8.17	1	3/191	1	2	sterile alpha motif domain containing 11
293T_HA-HERC2_F4	PCDHGA12	26025	sp|O60330|PCDGC_HUMAN	0.67	0.61	2.33	2	8.17	1	3/191	1	2	protocadherin gamma subfamily A, 12
293T_HA-HERC2_F4	C2orf47	79568	sp|Q8WWC4|CB047_HUMAN	0.83	0.75	2.02	1.73	10.96	1	6/191	3	2	chromosome 2 open reading frame 47
293T_HA-HERC2_F4	USP9X	8239	sp|Q93008|USP9X_HUMAN	1.01	1.26	1.01	1.61	4.53	1.86	36/191	27	2	ubiquitin specific peptidase 9, X-linked
293T_HA-HERC2_F4	PSMD1	5707	sp|Q99460-2|PSMD1_HUMAN	0.57	0.91	0.58	1.56	0.31	3.13	34/191	8	2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1
293T_HA-HERC2_F4	TUBB1	81027	sp|Q9H4B7|TBB1_HUMAN	1.01	0.92	1.75	1.5	2.31	1	12/191	9	2	tubulin, beta 1
293T_HA-HERC2_F4	KLHL15	80311	sp|Q96M94|KLH15_HUMAN	0.67	0.61	1.65	1.41	3.37	1	6/191	2	2	kelch-like 15 (Drosophila)
293T_HA-HERC2_F4	TYSND1	219743	sp|Q2T9J0-2|TYSD1_HUMAN	0.44	0.51	1	1.39	0.86	1.62	7/191	1	2	trypsin domain containing 1
293T_HA-HERC2_F4	IMMT	10989	sp|Q16891-2|IMMT_HUMAN	0.73	0.8	1.03	1.3	5.12	1.47	18/191	7	2	inner membrane protein, mitochondrial
293T_HA-HERC2_F4	GLUD1	2746	sp|P00367|DHE3_HUMAN	0.79	0.72	1.42	1.22	6.74	1	11/191	5	2	glutamate dehydrogenase 1
293T_HA-HERC2_F4	ECD	11319	sp|O95905|SGT1_HUMAN	0.52	0.48	1.4	1.2	6.06	1	5/191	1	2	ecdysoneless homolog (Drosophila)
293T_HA-HERC2_F4	PSMD3	5709	sp|O43242|PSMD3_HUMAN	0.5	0.79	0.46	1.18	0.25	2.98	43/191	8	2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3
293T_HA-HERC2_F4	SYNE2	23224	sp|Q8WXH0-2|SYNE2_HUMAN	0.67	0.61	1.35	1.15	10.14	1	9/191	3	2	spectrin repeat containing, nuclear envelope 2
293T_HA-HERC2_F4	PSMD7	5713	sp|P51665|PSD7_HUMAN	0.38	0.54	0.52	1.11	0.1	2.48	19/191	2	2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 7
293T_HA-HERC2_F4	FKBP5	2289	sp|Q13451|FKBP5_HUMAN	0.35	0.46	0.64	1.1	0.07	2.02	11/191	1	2	FK506 binding protein 5
293T_HA-HERC2_F4	RPS27L	51065	sp|Q71UM5|RS27L_HUMAN	0.64	0.58	1.21	1.04	5.04	1	10/191	3	2	ribosomal protein S27-like
293T_HA-HERC2_F4	PSMB4	5692	sp|P28070|PSB4_HUMAN	0.72	0.66	1.2	1.03	4.66	1	13/191	5	2	proteasome (prosome, macropain) subunit, beta type, 4
293T_HA-HERC2_F4	PSMD2	5708	sp|Q13200|PSMD2_HUMAN	0.48	0.76	0.39	1.02	0.49	3.05	54/191	9	2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 2
293T_HA-HERC2_F4	PSMD11	5717	sp|O00231|PSD11_HUMAN	0.4	0.58	0.47	1.02	0	2.55	26/191	3	2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11
293T_HA-HERC2_F4	ATXN2	6311	sp|Q99700-2|ATX2_HUMAN	0.48	0.43	1.17	1	4.57	1	6/191	1	2	ataxin 2
293T_HA-HERC2_F5	HERC2	8924	sp|O95714|HERC2_HUMAN	4.41	4.74	9.34	11.13	8.4	1.39	8/191	114	2	hect domain and RLD 2
293T_HA-HERC2_F5	PHKA2	5256	sp|P46019|KPB2_HUMAN	2.61	2.38	9.04	7.75	10.68	1	3/191	15	2	phosphorylase kinase, alpha 2 (liver)
293T_HA-HERC2_F5	ENPP1	5167	sp|P22413|ENPP1_HUMAN	2.34	2.13	8.08	6.93	12.67	1	3/191	12	2	ectonucleotide pyrophosphatase/phosphodiesterase 1
293T_HA-HERC2_F5	EIF3H	8667	sp|O15372|EIF3H_HUMAN	1.85	2.7	2.77	6.12	3.76	2.58	16/191	40	2	eukaryotic translation initiation factor 3, subunit H
293T_HA-HERC2_F5	MIOS	54468	sp|Q9NXC5|MIO_HUMAN	1.91	1.74	6.6	5.66	6.73	1	3/191	8	2	missing oocyte, meiosis regulator, homolog (Drosophila)
293T_HA-HERC2_F5	PHKB	5257	sp|Q93100-3|KPBB_HUMAN	2.11	1.92	6.31	5.41	10.37	1	4/191	13	2	phosphorylase kinase, beta
293T_HA-HERC2_F5	EIF3A	8661	sp|Q14152|EIF3A_HUMAN	2.13	3.38	2.04	5.33	4.11	3.05	39/191	129	2	eukaryotic translation initiation factor 3, subunit A
293T_HA-HERC2_F5	PHKG2	5261	sp|P15735|PHKG2_HUMAN	1.78	1.63	6.17	5.29	11.55	1	3/191	7	2	phosphorylase kinase, gamma 2 (testis)
293T_HA-HERC2_F5	OCRL	4952	sp|Q01968-2|OCRL_HUMAN	1.43	1.3	6.06	5.2	12.96	1	2/191	3	2	oculocerebrorenal syndrome of Lowe
293T_HA-HERC2_F5	MTMR3	8897	sp|Q13615-2|MTMR3_HUMAN	1.43	1.3	6.06	5.2	12.96	1	2/191	3	2	myotubularin related protein 3
293T_HA-HERC2_F5	EIF3E	3646	sp|P60228|EIF3E_HUMAN	1.93	2.55	2.66	4.78	4.39	2.1	19/191	52	2	eukaryotic translation initiation factor 3, subunit E
293T_HA-HERC2_F5	PHKA1	5255	sp|P46020-2|KPB1_HUMAN	1.85	1.68	5.53	4.74	11.66	1	4/191	10	2	phosphorylase kinase, alpha 1 (muscle)
293T_HA-HERC2_F5	WDR59	79726	sp|Q6PJI9|WDR59_HUMAN	1.17	1.11	4.95	4.58	1.75	1.08	2/191	2	2	WD repeat domain 59
293T_HA-HERC2_F5	EIF3B	8662	sp|P55884-2|EIF3B_HUMAN	1.88	2.72	2.02	4.38	5.04	2.53	31/191	80	2	eukaryotic translation initiation factor 3, subunit B
293T_HA-HERC2_F5	EIF3L	51386	sp|Q9Y262|EIF3L_HUMAN	1.5	2.24	1.77	4.04	2.94	2.67	26/191	43	2	eukaryotic translation initiation factor 3, subunit L
293T_HA-HERC2_F5	EIF3M	10480	sp|Q7L2H7|EIF3M_HUMAN	1.57	2.01	2.36	3.96	4.07	1.96	16/191	29	2	eukaryotic translation initiation factor 3, subunit M
293T_HA-HERC2_F5	EIF4G1	1981	sp|Q04637-3|IF4G1_HUMAN	1.17	1.58	2.02	3.81	1.82	2.2	12/191	12	2	eukaryotic translation initiation factor 4 gamma, 1
293T_HA-HERC2_F5	EIF3G	8666	sp|O75821|EIF3G_HUMAN	1.69	1.88	2.92	3.75	5.42	1.5	12/191	25	2	eukaryotic translation initiation factor 3, subunit G
293T_HA-HERC2_F5	EIF3C	8663	sp|Q99613|EIF3C_HUMAN	1.69	2.45	1.71	3.74	4.43	2.55	35/191	73	2	eukaryotic translation initiation factor 3, subunit C
293T_HA-HERC2_F5	EIF3K	27335	sp|Q9UBQ5|EIF3K_HUMAN	1.32	1.4	3	3.47	2.15	1.35	7/191	9	2	eukaryotic translation initiation factor 3, subunit K
293T_HA-HERC2_F5	EIF3D	8664	sp|O15371|EIF3D_HUMAN	1.45	2.02	1.58	3.19	5.81	2.35	30/191	46	2	eukaryotic translation initiation factor 3, subunit D
293T_HA-HERC2_F5	CTNNA1	1495	sp|P35221-2|CTNA1_HUMAN	0.83	0.75	3.5	3	9.9	1	2/191	1	2	catenin (cadherin-associated protein), alpha 1, 102kDa
293T_HA-HERC2_F5	CTNNB1	1499	sp|P35222|CTNB1_HUMAN	0.95	0.87	3.3	2.83	11	1	3/191	2	2	catenin (cadherin-associated protein), beta 1, 88kDa
293T_HA-HERC2_F5	WDR24	84219	sp|Q96S15-2|WDR24_HUMAN	0.67	0.66	2.33	2.3	1.83	1.15	3/191	1	2	WD repeat domain 24
293T_HA-HERC2_F5	EIF3I	8668	sp|Q13347|EIF3I_HUMAN	0.99	1.53	0.91	2.26	3.47	2.89	42/191	30	2	eukaryotic translation initiation factor 3, subunit I
293T_HA-HERC2_F5	GCC2	9648	sp|Q8IWJ2|GCC2_HUMAN	0.74	0.77	1.98	2.22	2.56	1.31	5/191	2	2	GRIP and coiled-coil domain containing 2
293T_HA-HERC2_F5	SNX2	6643	sp|O60749|SNX2_HUMAN	0.67	0.61	2.33	2	8.17	1	3/191	1	2	sorting nexin 2
293T_HA-HERC2_F5	EIF3F	8665	sp|O00303|EIF3F_HUMAN	0.89	1.3	0.84	1.88	2.94	2.61	40/191	23	2	eukaryotic translation initiation factor 3, subunit F
293T_HA-HERC2_F5	PSMD1	5707	sp|Q99460-2|PSMD1_HUMAN	0.6	0.97	0.62	1.66	0.36	3.13	34/191	9	2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1
293T_HA-HERC2_F5	PSMD6	9861	sp|Q15008|PSMD6_HUMAN	0.62	0.81	0.87	1.57	0.13	2.11	18/191	5	2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 6
293T_HA-HERC2_F5	PSMD11	5717	sp|O00231|PSD11_HUMAN	0.61	0.88	0.71	1.56	0.18	2.55	26/191	7	2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11
293T_HA-HERC2_F5	PSMD3	5709	sp|O43242|PSMD3_HUMAN	0.56	0.89	0.51	1.31	0.35	2.98	43/191	10	2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3
293T_HA-HERC2_F5	UCHL5	51377	sp|Q9Y5K5-2|UCHL5_HUMAN	0.52	0.57	0.99	1.21	2.03	1.43	10/191	2	2	ubiquitin carboxyl-terminal hydrolase L5
293T_HA-HERC2_F5	PSMD7	5713	sp|P51665|PSD7_HUMAN	0.38	0.54	0.52	1.11	0.1	2.48	19/191	2	2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 7
293T_HA-HERC2_F5	PSMD12	5718	sp|O00232|PSD12_HUMAN	0.41	0.68	0.38	1.09	0.06	3.34	41/191	5	2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 12
293T_HA-HERC2_F5	PSMC3	5702	sp|P17980|PRS6A_HUMAN	0.58	0.86	0.46	1.04	1.34	2.63	57/191	14	2	proteasome (prosome, macropain) 26S subunit, ATPase, 3
293T_HA-HERC2_F5	EPHA7	2045	sp|Q15375-2|EPHA7_HUMAN	0.48	0.43	1.17	1	1.49	1	6/191	1	2	EPH receptor A7
293T_HA-HERC2_F5	GGT7	2686	sp|Q9UJ14-5|GGT7_HUMAN	0.48	0.43	1.17	1	5.71	1	6/191	1	2	gamma-glutamyltransferase 7
293T_HA-HERC2_F6	LCP1	3936	sp|P13796|PLSL_HUMAN	3.5	3.19	21	18	13.77	1	1/191	9	2	lymphocyte cytosolic protein 1 (L-plastin)
293T_HA-HERC2_F6	SELO	83642	sp|Q9BVL4|SELO_HUMAN	3.3	3.36	14	15	13.72	1.25	2/191	16	2	selenoprotein O
293T_HA-HERC2_F6	SPECC1L	23384	sp|Q69YQ0|CYTSA_HUMAN	2.02	1.84	12.12	10.39	13.55	1	1/191	3	2	sperm antigen with calponin homology and coiled-coil domains 1-like
293T_HA-HERC2_F6	SNX6	58533	sp|Q9UNH7|SNX6_HUMAN	2.02	1.84	12.12	10.39	13.55	1	1/191	3	2	sorting nexin 6
293T_HA-HERC2_F6	ARAF	369	sp|P10398|ARAF_HUMAN	2.02	1.84	12.12	10.39	13.55	1	1/191	3	2	v-raf murine sarcoma 3611 viral oncogene homolog
293T_HA-HERC2_F6	HERC2	8924	sp|O95714|HERC2_HUMAN	3.28	3.49	6.95	8.16	5.36	1.37	8/191	63	2	hect domain and RLD 2
293T_HA-HERC2_F6	TUBB3	10381	sp|Q13509|TBB3_HUMAN	3	2.73	8.04	6.89	5.62	1	5/191	33	2	tubulin, beta 3
293T_HA-HERC2_F6	RAF1	5894	sp|P04049-2|RAF1_HUMAN	1.78	1.74	6.17	6.09	13.37	1.15	3/191	7	2	v-raf-1 murine leukemia viral oncogene homolog 1
293T_HA-HERC2_F6	ABR	29	sp|Q12979-2|ABR_HUMAN	1.17	1.06	7	6	14.14	1	1/191	1	2	active BCR-related gene
293T_HA-HERC2_F6	RER1	11079	sp|O15258|RER1_HUMAN	1.17	1.06	7	6	14.14	1	1/191	1	2	RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae)
293T_HA-HERC2_F6	TXLNG	55787	sp|Q9NUQ3-2|TXLNG_HUMAN	1.17	1.06	7	6	14.14	1	1/191	1	2	taxilin gamma
293T_HA-HERC2_F6	CBX2	84733	sp|Q14781|CBX2_HUMAN	0.83	0.75	3.5	3	9.9	1	2/191	1	2	chromobox homolog 2
293T_HA-HERC2_F6	PRR14L	253143	sp|Q5THK1-2|PR14L_HUMAN	0.83	0.75	3.5	3	9.9	1	2/191	1	2	proline rich 14-like
293T_HA-HERC2_F6	SENP1	29843	sp|Q9P0U3-2|SENP1_HUMAN	0.83	0.75	3.5	3	9.9	1	2/191	1	2	SUMO1/sentrin specific peptidase 1
293T_HA-HERC2_F6	ATP4A	495	sp|P20648|ATP4A_HUMAN	0.95	0.87	3.3	2.83	11	1	3/191	2	2	ATPase, H+/K+ exchanging, alpha polypeptide
293T_HA-HERC2_F6	EXD2	55218	sp|Q9NVH0|EXD2_HUMAN	0.95	0.87	3.3	2.83	11	1	3/191	2	2	exonuclease 3'-5' domain containing 2
293T_HA-HERC2_F6	SSX2IP	117178	sp|Q9Y2D8-2|ADIP_HUMAN	0.95	0.87	3.3	2.83	11	1	3/191	2	2	synovial sarcoma, X breakpoint 2 interacting protein
293T_HA-HERC2_F6	TUBA1C	84790	sp|Q9BQE3|TBA1C_HUMAN	1.92	1.75	3.08	2.64	4.21	1	14/191	38	2	tubulin, alpha 1c
293T_HA-HERC2_F6	RNGTT	8732	sp|O60942-2|MCE1_HUMAN	0.83	0.75	2.47	2.12	4.31	1	4/191	2	2	RNA guanylyltransferase and 5'-phosphatase
293T_HA-HERC2_F6	CDC25C	995	sp|P30307-2|MPIP3_HUMAN	0.83	0.75	2.47	2.12	10.37	1	4/191	2	2	cell division cycle 25 homolog C (S. pombe)
293T_HA-HERC2_F6	MYO9B	4650	sp|Q13459-2|MYO9B_HUMAN	0.83	0.75	2.47	2.12	8.57	1	4/191	2	2	myosin IXB
293T_HA-HERC2_F6	SLC27A4	10999	sp|Q6P1M0|S27A4_HUMAN	0.83	0.75	2.47	2.12	1.93	1	4/191	2	2	solute carrier family 27 (fatty acid transporter), member 4
293T_HA-HERC2_F6	CXorf57	55086	sp|Q6NSI4|CX057_HUMAN	0.83	0.75	2.47	2.12	10.37	1	4/191	2	2	chromosome X open reading frame 57
293T_HA-HERC2_F6	KIAA0889	140710	sp|O94964-2|K0889_HUMAN	0.91	0.82	2.42	2.08	9.52	1	5/191	3	2	KIAA0889
293T_HA-HERC2_F6	FLII	2314	sp|Q13045|FLII_HUMAN	0.95	0.87	2.33	2	11.97	1	6/191	4	2	flightless I homolog (Drosophila)
293T_HA-HERC2_F6	FASTKD5	60493	sp|Q7L8L6|FAKD5_HUMAN	0.67	0.61	2.33	2	8.17	1	3/191	1	2	FAST kinase domains 5
293T_HA-HERC2_F6	ZNF318	24149	sp|Q5VUA4-2|ZN318_HUMAN	0.67	0.61	2.33	2	8.17	1	3/191	1	2	zinc finger protein 318
293T_HA-HERC2_F6	SCO2	9997	sp|O43819|SCO2_HUMAN	0.67	0.61	2.33	2	5.44	1	3/191	1	2	SCO cytochrome oxidase deficient homolog 2 (yeast)
293T_HA-HERC2_F6	MKI67	4288	sp|P46013-2|KI67_HUMAN	1.01	1.12	1.52	1.94	8.11	1.49	16/191	12	2	antigen identified by monoclonal antibody Ki-67
293T_HA-HERC2_F6	TUBB1	81027	sp|Q9H4B7|TBB1_HUMAN	1.17	1.06	2.02	1.73	3.16	1	12/191	12	2	tubulin, beta 1
